Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides PNNL SC Chip 1 B	Peptides PNNL SC Chip 1 C	Peptides PNNL SC Chip1 A	Razor + unique peptides PNNL SC Chip 1 B	Razor + unique peptides PNNL SC Chip 1 C	Razor + unique peptides PNNL SC Chip1 A	Unique peptides PNNL SC Chip 1 B	Unique peptides PNNL SC Chip 1 C	Unique peptides PNNL SC Chip1 A	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity corrected 1 PNNL SC Chip 1 B	Reporter intensity corrected 2 PNNL SC Chip 1 B	Reporter intensity corrected 3 PNNL SC Chip 1 B	Reporter intensity corrected 4 PNNL SC Chip 1 B	Reporter intensity corrected 5 PNNL SC Chip 1 B	Reporter intensity corrected 6 PNNL SC Chip 1 B	Reporter intensity corrected 7 PNNL SC Chip 1 B	Reporter intensity corrected 8 PNNL SC Chip 1 B	Reporter intensity corrected 9 PNNL SC Chip 1 B	Reporter intensity corrected 10 PNNL SC Chip 1 B	Reporter intensity corrected 1 PNNL SC Chip 1 C	Reporter intensity corrected 2 PNNL SC Chip 1 C	Reporter intensity corrected 3 PNNL SC Chip 1 C	Reporter intensity corrected 4 PNNL SC Chip 1 C	Reporter intensity corrected 5 PNNL SC Chip 1 C	Reporter intensity corrected 6 PNNL SC Chip 1 C	Reporter intensity corrected 7 PNNL SC Chip 1 C	Reporter intensity corrected 8 PNNL SC Chip 1 C	Reporter intensity corrected 9 PNNL SC Chip 1 C	Reporter intensity corrected 10 PNNL SC Chip 1 C	Reporter intensity corrected 1 PNNL SC Chip1 A	Reporter intensity corrected 2 PNNL SC Chip1 A	Reporter intensity corrected 3 PNNL SC Chip1 A	Reporter intensity corrected 4 PNNL SC Chip1 A	Reporter intensity corrected 5 PNNL SC Chip1 A	Reporter intensity corrected 6 PNNL SC Chip1 A	Reporter intensity corrected 7 PNNL SC Chip1 A	Reporter intensity corrected 8 PNNL SC Chip1 A	Reporter intensity corrected 9 PNNL SC Chip1 A	Reporter intensity corrected 10 PNNL SC Chip1 A	Reporter intensity 1 PNNL SC Chip 1 B	Reporter intensity 2 PNNL SC Chip 1 B	Reporter intensity 3 PNNL SC Chip 1 B	Reporter intensity 4 PNNL SC Chip 1 B	Reporter intensity 5 PNNL SC Chip 1 B	Reporter intensity 6 PNNL SC Chip 1 B	Reporter intensity 7 PNNL SC Chip 1 B	Reporter intensity 8 PNNL SC Chip 1 B	Reporter intensity 9 PNNL SC Chip 1 B	Reporter intensity 10 PNNL SC Chip 1 B	Reporter intensity 1 PNNL SC Chip 1 C	Reporter intensity 2 PNNL SC Chip 1 C	Reporter intensity 3 PNNL SC Chip 1 C	Reporter intensity 4 PNNL SC Chip 1 C	Reporter intensity 5 PNNL SC Chip 1 C	Reporter intensity 6 PNNL SC Chip 1 C	Reporter intensity 7 PNNL SC Chip 1 C	Reporter intensity 8 PNNL SC Chip 1 C	Reporter intensity 9 PNNL SC Chip 1 C	Reporter intensity 10 PNNL SC Chip 1 C	Reporter intensity 1 PNNL SC Chip1 A	Reporter intensity 2 PNNL SC Chip1 A	Reporter intensity 3 PNNL SC Chip1 A	Reporter intensity 4 PNNL SC Chip1 A	Reporter intensity 5 PNNL SC Chip1 A	Reporter intensity 6 PNNL SC Chip1 A	Reporter intensity 7 PNNL SC Chip1 A	Reporter intensity 8 PNNL SC Chip1 A	Reporter intensity 9 PNNL SC Chip1 A	Reporter intensity 10 PNNL SC Chip1 A	Reporter intensity count 1 PNNL SC Chip 1 B	Reporter intensity count 2 PNNL SC Chip 1 B	Reporter intensity count 3 PNNL SC Chip 1 B	Reporter intensity count 4 PNNL SC Chip 1 B	Reporter intensity count 5 PNNL SC Chip 1 B	Reporter intensity count 6 PNNL SC Chip 1 B	Reporter intensity count 7 PNNL SC Chip 1 B	Reporter intensity count 8 PNNL SC Chip 1 B	Reporter intensity count 9 PNNL SC Chip 1 B	Reporter intensity count 10 PNNL SC Chip 1 B	Reporter intensity count 1 PNNL SC Chip 1 C	Reporter intensity count 2 PNNL SC Chip 1 C	Reporter intensity count 3 PNNL SC Chip 1 C	Reporter intensity count 4 PNNL SC Chip 1 C	Reporter intensity count 5 PNNL SC Chip 1 C	Reporter intensity count 6 PNNL SC Chip 1 C	Reporter intensity count 7 PNNL SC Chip 1 C	Reporter intensity count 8 PNNL SC Chip 1 C	Reporter intensity count 9 PNNL SC Chip 1 C	Reporter intensity count 10 PNNL SC Chip 1 C	Reporter intensity count 1 PNNL SC Chip1 A	Reporter intensity count 2 PNNL SC Chip1 A	Reporter intensity count 3 PNNL SC Chip1 A	Reporter intensity count 4 PNNL SC Chip1 A	Reporter intensity count 5 PNNL SC Chip1 A	Reporter intensity count 6 PNNL SC Chip1 A	Reporter intensity count 7 PNNL SC Chip1 A	Reporter intensity count 8 PNNL SC Chip1 A	Reporter intensity count 9 PNNL SC Chip1 A	Reporter intensity count 10 PNNL SC Chip1 A	Sequence coverage PNNL SC Chip 1 B [%]	Sequence coverage PNNL SC Chip 1 C [%]	Sequence coverage PNNL SC Chip1 A [%]	Intensity	Intensity PNNL SC Chip 1 B	Intensity PNNL SC Chip 1 C	Intensity PNNL SC Chip1 A	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q969X5	Q969X5	2	2	2	Endoplasmic reticulum-Golgi intermediate compartment protein 1	ERGIC1	sp|Q969X5|ERGI1_HUMAN Endoplasmic	1	2	2	2	2	1	1	2	1	1	2	1	1	7.9	7.9	7.9	32.592	290	290	0	14.749	3200.7	2105.1	2999.5	3640.8	3563.8	3799.8	3540.7	5633	0	146900	3200.7	2105.1	2999.5	3640.8	3563.8	3799.8	3540.7	5633	0	146900	4	3	4	4	4	4	4	4	0	4	1661.6	734.33	1559.3	1828.3	2025.9	2042.1	2137.2	2486.6	0	74101	1019.4	841.99	912.19	1121.9	895.88	1462.6	1054.7	1785.1	0	41119	519.65	528.8	528.03	690.59	642.02	295.06	348.78	1361.3	0	31681	1661.6	734.33	1559.3	1828.3	2025.9	2042.1	2137.2	2486.6	0	74101	1019.4	841.99	912.19	1121.9	895.88	1462.6	1054.7	1785.1	0	41119	519.65	528.8	528.03	690.59	642.02	295.06	348.78	1361.3	0	31681	2	1	2	2	2	2	2	2	0	2	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	7.9	4.8	4.8	3664000	1841000	987860	835170	4				948	2938;4849	True;True	2962;4893	6834;6835;6836;11325	7044;7045;7046;11703	7044;11703		
Q96A26	Q96A26	1	1	1	Protein FAM162A	FAM162A	sp|Q96A26|F162A_HUMAN Protein	1	1	1	1	1	0	1	1	0	1	1	0	1	4.5	4.5	4.5	17.342	154	154	0.0059583	6.1886	19653	8048.6	77339	5333.6	2394.5	1173	1682.6	2044.7	0	108790	19653	8048.6	77339	5333.6	2394.5	1173	1682.6	2044.7	0	108790	2	2	2	2	2	2	2	2	0	2	7575.3	3503	31123	2399.3	1191.6	428.88	555.54	893.98	0	38223	0	0	0	0	0	0	0	0	0	0	12078	4545.6	46216	2934.3	1203	744.13	1127.1	1150.7	0	70570	7575.3	3503	31123	2399.3	1191.6	428.88	555.54	893.98	0	38223	0	0	0	0	0	0	0	0	0	0	12078	4545.6	46216	2934.3	1203	744.13	1127.1	1150.7	0	70570	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	4.5	0	4.5	3042800	1667600	0	1375200	2				949	2266	TRUE	2284	5297;5298	5455;5456	5455		
Q96AE4	Q96AE4	5	3	3	Far upstream element-binding protein 1	FUBP1	sp|Q96AE4|FUBP1_HUMAN Far	1	5	3	3	2	3	5	1	1	3	1	1	3	7.8	5.6	5.6	67.56	644	644	0	26.354	2600.3	2584.6	1491.7	1960.9	3264.6	2758.4	2473	4086.8	0	139300	2600.3	2584.6	1491.7	1960.9	3264.6	2758.4	2473	4086.8	0	139300	4	4	3	4	5	5	4	5	0	5	562.65	354.39	369.3	370.09	470.84	469.09	395.64	756.04	0	20198	0	861.59	0	653.98	715.8	490.25	658.73	664.42	0	29821	2037.6	1368.6	1122.4	936.81	2077.9	1799.1	1418.7	2666.4	0	89280	562.65	354.39	369.3	370.09	470.84	469.09	395.64	756.04	0	20198	0	861.59	0	653.98	715.8	490.25	658.73	664.42	0	29821	2037.6	1368.6	1122.4	936.81	2077.9	1799.1	1418.7	2666.4	0	89280	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	3	2	2	2	3	3	2	3	0	3	3.1	4.2	7.8	4042900	918040	809800	2315100	5				950	161;462;1877;2186;2315	False;False;True;True;True	163;469;1894;2204;2333	374;375;1070;1071;1072;4394;5099;5100;5101;5398	385;386;1127;1128;1129;4538;5255;5256;5257;5558	385;1128;4538;5255;5558		
Q96AE7	Q96AE7	1	1	1	Tetratricopeptide repeat protein 17	TTC17	sp|Q96AE7|TTC17_HUMAN Tetratricopeptide	1	1	1	1	0	1	0	0	1	0	0	1	0	0.9	0.9	0.9	129.56	1141	1141	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	1	+			951	3125	TRUE	3152	7288	7509	7509	112	400
Q96AG4	Q96AG4	6	6	6	Leucine-rich repeat-containing protein 59	LRRC59	sp|Q96AG4|LRC59_HUMAN Leucine-rich	1	6	6	6	6	5	6	6	5	6	6	5	6	22.1	22.1	22.1	34.93	307	307	0	83.398	23421	18401	24332	12510	18718	15838	17285	26883	0	848240	23421	18401	24332	12510	18718	15838	17285	26883	0	848240	13	13	14	11	14	14	14	14	0	14	8776.5	3266.8	15347	6441.5	9731.1	6098.5	7436.2	9851.9	0	313790	4354.8	6256.8	4340.3	3307.8	3970.7	4453.5	5495	8909	0	277820	10289	8877	4645.1	2760.5	5015.9	5286.4	4353.9	8122.2	0	256630	8776.5	3266.8	15347	6441.5	9731.1	6098.5	7436.2	9851.9	0	313790	4354.8	6256.8	4340.3	3307.8	3970.7	4453.5	5495	8909	0	277820	10289	8877	4645.1	2760.5	5015.9	5286.4	4353.9	8122.2	0	256630	4	4	5	5	5	5	5	5	0	5	4	4	4	4	4	4	4	4	0	4	5	5	5	2	5	5	5	5	0	5	22.1	19.5	22.1	35046000	11969000	10388000	12689000	17				952	447;774;2567;2874;2996;4355	True;True;True;True;True;True	454;783;2587;2897;3020;4395	1042;1043;1808;1809;1810;5943;5944;5945;6679;6680;6681;6974;6975;6976;10137;10138;10139	1099;1100;1884;1885;1886;6119;6120;6121;6887;6888;6889;7184;7185;7186;10468;10469;10470	1100;1886;6119;6888;7185;10468		
Q96AY3	Q96AY3	1	1	1	Peptidyl-prolyl cis-trans isomerase FKBP10	FKBP10	sp|Q96AY3|FKB10_HUMAN Peptidyl-prolyl	1	1	1	1	1	1	1	1	1	1	1	1	1	2.1	2.1	2.1	64.244	582	582	0.0011364	7.379	805.02	1685.3	2607	1780.9	3121.9	2609.9	1704.5	2720	0	92679	805.02	1685.3	2607	1780.9	3121.9	2609.9	1704.5	2720	0	92679	2	3	4	4	4	4	3	4	0	4	0	0	653.4	406.85	1031.2	579.01	702.43	594.89	0	28352	343.46	1112.3	1281.1	771.9	1606.3	1560.9	1002	1801	0	43358	461.56	572.98	672.49	602.11	484.4	470	0	324.17	0	20968	0	0	653.4	406.85	1031.2	579.01	702.43	594.89	0	28352	343.46	1112.3	1281.1	771.9	1606.3	1560.9	1002	1801	0	43358	461.56	572.98	672.49	602.11	484.4	470	0	324.17	0	20968	0	0	1	1	1	1	1	1	0	1	1	2	2	2	2	2	2	2	0	2	1	1	1	1	1	1	0	1	0	1	2.1	2.1	2.1	6661800	1596700	2829100	2236000	4				953	2227	TRUE	2245	5193;5194;5195;5196	5351;5352;5353;5354	5351		
Q96B26	Q96B26	1	1	1	Exosome complex component RRP43	EXOSC8	sp|Q96B26|EXOS8_HUMAN Exosome	1	1	1	1	1	0	0	1	0	0	1	0	0	4	4	4	30.039	276	276	0.0010707	6.7747	694.01	790.76	305.26	622.04	360.77	411.17	875.75	1005.2	0	60131	694.01	790.76	305.26	622.04	360.77	411.17	875.75	1005.2	0	60131	2	2	1	2	1	1	2	2	0	2	694.01	790.76	305.26	622.04	360.77	411.17	875.75	1005.2	0	60131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	694.01	790.76	305.26	622.04	360.77	411.17	875.75	1005.2	0	60131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	2	1	1	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	381620	381620	0	0	2				954	2667	TRUE	2687	6201	6388;6389	6388		
Q96BM9;Q9NVJ2	Q96BM9;Q9NVJ2	3;2	3;2	3;2	ADP-ribosylation factor-like protein 8A;ADP-ribosylation factor-like protein 8B	ARL8A;ARL8B	sp|Q96BM9|ARL8A_HUMAN ADP-ribosylation;sp|Q9NVJ2|ARL8B_HUMAN ADP-ribosylation	2	3	3	3	2	1	1	2	1	1	2	1	1	17.7	17.7	17.7	21.416	186	186;186	0	17.954	780.37	1333.8	2957.7	2308.5	2559.1	1620.1	1940.6	5001.8	0	153190	780.37	1333.8	2957.7	2308.5	2559.1	1620.1	1940.6	5001.8	0	153190	2	3	4	4	4	3	3	3	0	4	322.42	435.83	1551.5	1343.3	1369.5	877.74	1330.7	3101.1	0	91112	457.95	402.77	991.74	543.35	828.58	742.36	609.93	1900.7	0	58788	0	495.19	414.5	421.84	361.04	0	0	0	0	3294.1	322.42	435.83	1551.5	1343.3	1369.5	877.74	1330.7	3101.1	0	91112	457.95	402.77	991.74	543.35	828.58	742.36	609.93	1900.7	0	58788	0	495.19	414.5	421.84	361.04	0	0	0	0	3294.1	1	1	2	2	2	2	2	2	0	2	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	0	0	1	9.7	4.8	8.1	6663100	2961600	2521300	1180100	4				955	766;3006;3087	True;True;True	775;3030;3114	1788;7002;7196;7197	1864;7212;7414;7415	1864;7212;7415		
Q96C19	Q96C19	3	3	3	EF-hand domain-containing protein D2	EFHD2	sp|Q96C19|EFHD2_HUMAN EF-hand	1	3	3	3	2	0	2	2	0	2	2	0	2	10.4	10.4	10.4	26.697	240	240	0	22.884	0	811.6	437.85	600.61	436.25	476.88	0	0	0	13715	0	811.6	437.85	600.61	436.25	476.88	0	0	0	13715	0	2	1	1	1	1	0	0	0	2	0	383.67	437.85	600.61	436.25	476.88	0	0	0	6470.4	0	0	0	0	0	0	0	0	0	0	0	427.93	0	0	0	0	0	0	0	7244.3	0	383.67	437.85	600.61	436.25	476.88	0	0	0	6470.4	0	0	0	0	0	0	0	0	0	0	0	427.93	0	0	0	0	0	0	0	7244.3	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	6.7	0	10.4	661600	315610	0	345990	4				956	70;3529;4463	True;True;True	70;3559;4503	175;8218;8219;10424	178;8476;8477;10775	178;8477;10775		
Q96C86	Q96C86	1	1	1	m7GpppX diphosphatase	DCPS	sp|Q96C86|DCPS_HUMAN m7GpppX	1	1	1	1	0	0	1	0	0	1	0	0	1	3	3	3	38.608	337	337	0.0059113	6.1523	309.82	360.51	0	0	511.41	388.06	370.7	702.29	0	23743	309.82	360.51	0	0	511.41	388.06	370.7	702.29	0	23743	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309.82	360.51	0	0	511.41	388.06	370.7	702.29	0	23743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309.82	360.51	0	0	511.41	388.06	370.7	702.29	0	23743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	1	0	0	3	538730	0	0	538730	1				957	4280	TRUE	4318	9953	10275	10275		
Q96CS3	Q96CS3	1	1	1	FAS-associated factor 2	FAF2	sp|Q96CS3|FAF2_HUMAN FAS-associated	1	1	1	1	1	0	0	1	0	0	1	0	0	2	2	2	52.623	445	445	0.0057803	6.0732	2371.7	996.54	1318.2	1580.9	1978.4	1277.6	1523.4	2081.9	0	91014	2371.7	996.54	1318.2	1580.9	1978.4	1277.6	1523.4	2081.9	0	91014	1	1	1	1	1	1	1	1	0	1	2371.7	996.54	1318.2	1580.9	1978.4	1277.6	1523.4	2081.9	0	91014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2371.7	996.54	1318.2	1580.9	1978.4	1277.6	1523.4	2081.9	0	91014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	871520	871520	0	0	1				958	1459	TRUE	1475	3416	3535	3535		
Q96CW1	Q96CW1	3	3	3	AP-2 complex subunit mu	AP2M1	sp|Q96CW1|AP2M1_HUMAN AP-2	1	3	3	3	2	1	1	2	1	1	2	1	1	7.6	7.6	7.6	49.654	435	435	0	17.799	5106	2919.1	3870.9	3536.4	5546.2	3983.2	3551	6658.9	0	258130	5106	2919.1	3870.9	3536.4	5546.2	3983.2	3551	6658.9	0	258130	4	3	4	4	4	4	3	4	0	4	3657.9	1044.6	2702	2653.3	3822.8	1617.4	2783.6	4240.5	0	179980	580.14	877.19	540.61	452.84	867.5	1184.8	0	628.24	0	20189	867.94	997.28	628.3	430.3	855.91	1181	767.44	1790.2	0	57955	3657.9	1044.6	2702	2653.3	3822.8	1617.4	2783.6	4240.5	0	179980	580.14	877.19	540.61	452.84	867.5	1184.8	0	628.24	0	20189	867.94	997.28	628.3	430.3	855.91	1181	767.44	1790.2	0	57955	2	1	2	2	2	2	2	2	0	2	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	3.7	3.9	2.1	5774400	3844900	415400	1514100	4				959	678;1001;4077	True;True;True	685;1013;4112	1568;2357;9473;9474	1639;2449;9779;9780	1639;2449;9780		
Q96DI7	Q96DI7	3	3	3	U5 small nuclear ribonucleoprotein 40 kDa protein	SNRNP40	sp|Q96DI7|SNR40_HUMAN U5	1	3	3	3	2	0	2	2	0	2	2	0	2	10.4	10.4	10.4	39.31	357	357	0	19.088	2761	3092.8	2904	2968.8	5822.1	2844.9	3444.2	7112.4	0	173970	2761	3092.8	2904	2968.8	5822.1	2844.9	3444.2	7112.4	0	173970	4	3	4	4	4	4	4	4	0	4	1719	783.27	1928.8	1843.2	3065.4	1546.9	1992.2	3984.9	0	107060	0	0	0	0	0	0	0	0	0	0	1042	2309.6	975.11	1125.7	2756.7	1298	1452	3127.5	0	66910	1719	783.27	1928.8	1843.2	3065.4	1546.9	1992.2	3984.9	0	107060	0	0	0	0	0	0	0	0	0	0	1042	2309.6	975.11	1125.7	2756.7	1298	1452	3127.5	0	66910	2	1	2	2	2	2	2	2	0	2	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	0	2	7.3	0	7.6	4274100	2960500	0	1313600	4				960	2168;3581;4759	True;True;True	2186;3612;4801	5057;8326;8327;11095	5213;8586;8587;11469	5213;8586;11469		
Q96EP5	Q96EP5	1	1	1	DAZ-associated protein 1	DAZAP1	sp|Q96EP5|DAZP1_HUMAN DAZ-associated	1	1	1	1	1	1	1	1	1	1	1	1	1	3.9	3.9	3.9	43.383	407	407	0.0011751	8.1336	1785.5	5192.9	2179.2	24596	19749	2415.5	2107.2	4467.1	0	168510	1785.5	5192.9	2179.2	24596	19749	2415.5	2107.2	4467.1	0	168510	3	3	3	3	3	3	3	3	0	3	935.21	1992.8	1037	11156	8424.4	1350.5	879.94	1779.2	0	68552	435.29	2125.7	746.32	8861.1	7944.5	699.59	879.42	1628.5	0	61409	414.99	1074.4	395.94	4578.6	3379.7	365.43	347.83	1059.4	0	38553	935.21	1992.8	1037	11156	8424.4	1350.5	879.94	1779.2	0	68552	435.29	2125.7	746.32	8861.1	7944.5	699.59	879.42	1628.5	0	61409	414.99	1074.4	395.94	4578.6	3379.7	365.43	347.83	1059.4	0	38553	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	3.9	3.9	3.9	7271900	2790300	2526900	1954700	3				961	2175	TRUE	2193	5069;5070;5071	5225;5226;5227	5226		
Q96EY1	Q96EY1	1	1	1	"DnaJ homolog subfamily A member 3, mitochondrial"	DNAJA3	sp|Q96EY1|DNJA3_HUMAN DnaJ	1	1	1	1	1	0	0	1	0	0	1	0	0	3.3	3.3	3.3	52.488	480	480	0.0011429	7.5332	432.82	0	468.49	511.73	518.81	0	0	476.52	0	6291	432.82	0	468.49	511.73	518.81	0	0	476.52	0	6291	1	0	1	1	1	0	0	1	0	1	432.82	0	468.49	511.73	518.81	0	0	476.52	0	6291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432.82	0	468.49	511.73	518.81	0	0	476.52	0	6291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0	417360	417360	0	0	1				962	1478	TRUE	1494	3452	3571	3571		
Q96FJ2	Q96FJ2	2	2	1	"Dynein light chain 2, cytoplasmic"	DYNLL2	sp|Q96FJ2|DYL2_HUMAN Dynein	1	2	2	1	2	1	2	2	1	2	1	0	1	20.2	20.2	7.9	10.35	89	89	0	20.859	6223.3	7989.4	10403	13722	25855	11501	11095	19319	564.7	567600	6223.3	7989.4	10403	13722	25855	11501	11095	19319	564.7	567600	5	5	5	5	5	5	5	5	1	5	2707.5	1904.8	3489.1	5729.8	10126	3858.2	3543	8474.3	0	245070	1030.9	1418.9	3244.9	1898.1	2840.5	2305.1	4075.9	4441.2	564.7	117890	2484.8	4665.7	3669	6094.4	12889	5337.4	3476	6403.8	0	204650	2707.5	1904.8	3489.1	5729.8	10126	3858.2	3543	8474.3	0	245070	1030.9	1418.9	3244.9	1898.1	2840.5	2305.1	4075.9	4441.2	564.7	117890	2484.8	4665.7	3669	6094.4	12889	5337.4	3476	6403.8	0	204650	2	2	2	2	2	2	2	2	0	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	0	2	20.2	12.4	20.2	20784000	6341400	6308000	8134500	5				963	666;3095	True;True	673;3122	1542;1543;7213;7214;7215	1612;1613;7432;7433;7434	1613;7433		
Q96FW1	Q96FW1	3	3	3	Ubiquitin thioesterase OTUB1	OTUB1	sp|Q96FW1|OTUB1_HUMAN Ubiquitin	1	3	3	3	0	1	2	0	1	2	0	1	2	12.5	12.5	12.5	31.284	271	271	0	18.102	2517.6	2909.2	3197.4	2628.5	4546.3	3725.7	1206.3	1899.2	0	48580	2517.6	2909.2	3197.4	2628.5	4546.3	3725.7	1206.3	1899.2	0	48580	3	3	3	3	3	3	3	2	0	3	0	0	0	0	0	0	0	0	0	0	558.94	874.4	596.78	812.84	1271.8	1058.9	449.79	843.14	0	24989	1958.7	2034.8	2600.6	1815.7	3274.5	2666.8	756.52	1056.1	0	23591	0	0	0	0	0	0	0	0	0	0	558.94	874.4	596.78	812.84	1271.8	1058.9	449.79	843.14	0	24989	1958.7	2034.8	2600.6	1815.7	3274.5	2666.8	756.52	1056.1	0	23591	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	2	2	2	2	2	2	2	1	0	2	0	5.5	7	2927900	0	714570	2213300	3				964	10;127;1350	True;True;True	10;128;1365	24;294;3176	25;300;3291	25;300;3291		
Q96HC4	Q96HC4	2	2	2	PDZ and LIM domain protein 5	PDLIM5	sp|Q96HC4|PDLI5_HUMAN PDZ	1	2	2	2	1	1	1	1	1	1	1	1	1	3.9	3.9	3.9	63.944	596	596	0	12.581	1628.5	2241.1	2614	1116.1	1086.3	2008.4	2172.8	3266.7	0	115790	1628.5	2241.1	2614	1116.1	1086.3	2008.4	2172.8	3266.7	0	115790	3	2	3	3	2	3	3	3	0	3	295.64	0	326.76	506.31	0	612.42	723.36	758.38	0	21960	532.06	863.37	282.41	346.3	434.17	598.53	450.18	856.42	0	29180	800.76	1377.8	2004.8	263.49	652.13	797.42	999.26	1651.9	0	64648	295.64	0	326.76	506.31	0	612.42	723.36	758.38	0	21960	532.06	863.37	282.41	346.3	434.17	598.53	450.18	856.42	0	29180	800.76	1377.8	2004.8	263.49	652.13	797.42	999.26	1651.9	0	64648	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	2.5	2.5	1.3	2176400	447980	871020	857420	3				965	1266;1347	True;True	1281;1362	2975;2976;3172	3085;3086;3287	3085;3287		
Q96HE7;Q86YB8	Q96HE7	3;1	3;1	3;1	ERO1-like protein alpha	ERO1L	sp|Q96HE7|ERO1A_HUMAN ERO1-like	2	3	3	3	3	3	0	3	3	0	3	3	0	8.5	8.5	8.5	54.392	468	468;467	0	20.218	2224.8	2581.9	2235.9	3156.4	4845.9	4011.5	2953.3	6406.9	0	208290	2224.8	2581.9	2235.9	3156.4	4845.9	4011.5	2953.3	6406.9	0	208290	4	4	5	6	6	6	5	6	0	6	874.91	411.46	1549.3	1682.5	2543	1642.6	1008	3431.2	0	113830	1349.9	2170.4	686.63	1473.9	2302.9	2368.9	1945.3	2975.8	0	94462	0	0	0	0	0	0	0	0	0	0	874.91	411.46	1549.3	1682.5	2543	1642.6	1008	3431.2	0	113830	1349.9	2170.4	686.63	1473.9	2302.9	2368.9	1945.3	2975.8	0	94462	0	0	0	0	0	0	0	0	0	0	2	1	3	3	3	3	2	3	0	3	2	3	2	3	3	3	3	3	0	3	0	0	0	0	0	0	0	0	0	0	8.5	8.5	0	3494500	1684900	1809600	0	6				966	1327;2879;4591	True;True;True	1342;2902;4631	3120;3121;6696;6697;10724;10725	3232;3233;6904;6905;11092;11093	3232;6904;11092		
